comment,sentiment_baidunlp,sentiment_snownlp,sentiment_Iemo
主要是有手机，就是比女人和孩子好玩,2.0,0.9404722101139956,0.0
相当快乐,2.0,0.9490740740740741,0.0
好耶,2.0,0.5,0.0
干脆别活了，结个婚那么多屁事,0.0,0.5473955002526675,1.0
我是因为自卑吧哈哈,2.0,0.9090909090909091,0.0
当然快乐,2.0,0.9490740740740741,0.0
那可太快乐了,2.0,0.8878520941412184,0.0
快乐！,2.0,0.9490740740740741,0.5
都读研去了,2.0,0.7784235615221531,0.0
保护,2.0,0.6153846153846152,0.0
太妙了,0.0,0.5,0.0
必须三连！,2.0,0.4390476190476189,0.0
不可能，绝对不可能,0.0,0.23600875747652383,0.0
那特么是快乐的不行,0.0,0.8426402032752336,0.0
快乐踏马一批,2.0,0.8592548322239885,0.5
你不生有的是人生,0.0,0.8396949683593268,0.0
保护,2.0,0.6153846153846152,0.0
保护,2.0,0.6153846153846152,0.0
tmd结了婚也当丁克，生孩子赔钱赔死,0.0,0.024963238117126973,0.0
品质提高的代表是你工作不好找了,2.0,0.3928326279846388,0.0
确实,2.0,0.6538461538461541,0.0
我觉得挺快乐的哈哈哈哈哈,2.0,0.996448221279785,0.0
8w最好,2.0,0.670492677936065,0.0
是的，是真的快乐,2.0,0.9498972398239457,1.0
遥遥领先,2.0,0.9307284160946515,0.0
快不快乐不重要，只要自己不后悔就行了,2.0,0.5208540167545596,1.0
最可怕的是，现在的年轻人不再理性。,0.0,0.977788138725661,0.5
好好好好好,2.0,0.728161235844729,0.0
但是不结婚不还是买房买车了,2.0,0.232694685652451,0.0
是的，把快乐建立在他人痛苦上是不对的,0.0,0.9553491687322659,0.0
怎么还有八百万啊,0.0,0.5,0.0
好耶！,2.0,0.5,0.5
不是解读，就是没安好心啊,0.0,0.7803348906141439,0.0
怎么还有这么多,0.0,0.5262327818078083,1.0
那最好了  希望你们说到做到别结婚 好让我这个未婚八零后看看,2.0,0.9602045364430886,0.0
真的,0.0,0.5305096913137115,0.0
好好好,2.0,0.6931978425614437,0.0
额……,0.0,0.6897849667049906,0.0
意思是以前被你们忽悠着生的素质低喽,0.0,0.01490126155068372,0.5
很好,2.0,0.7795229979671993,0.0
保护,2.0,0.6153846153846152,1.0
知乎上一大堆后悔生娃的奶爸奶妈,0.0,0.9206532698591217,1.0
有钱，教育，医疗，要有人陪伴住房，好多,0.0,0.9827402693949967,0.0
没钱,0.0,0.17385233707087466,0.0
我结婚了我都能想象不结婚能有多快乐,2.0,0.9615156031589178,0.5
几亿人,2.0,0.7818469514921553,0.0
这版本还追男孩的怕不是家里有矿,0.0,0.7154872991503812,0.5
我老家 卧槽,0.0,0.7297953905324703,1.0
大快人心,2.0,0.9604869462826633,0.0
好好好,2.0,0.6931978425614437,1.0
这个太真实了，我叔两个女儿，他没觉得有什么，但是长辈一直给压力，今年又生了个男孩,2.0,0.9995129523717924,0.0
好,2.0,0.6558628208940429,0.5
高房价是最好的避孕药,2.0,0.8587536246875177,0.0
你说的这些只是门槛最本质是没钱，工资低没后续保障,0.0,0.18414351334931067,0.0
我的快乐天平婚后人士体会不到,1.0,0.9460788401232532,1.0
相对妥协现实的选择,2.0,0.9516733530448545,0.0
可太快乐了,2.0,0.8978915809031147,0.0
太对啦,2.0,0.34387502381406,0.0
80末，还没结婚,0.0,0.44196642089993765,1.0
遥遥领先,2.0,0.9307284160946515,1.0
还是年轻好,2.0,0.9240975319891951,0.0
我服了你们这群老六了,0.0,0.4627117324712856,0.0
我的快乐 你们想象不到,0.0,0.9210819926654701,0.0
再卷啊？！！活该！！！,0.0,0.09843811599144436,0.0
不要地域黑！不要地域黑！不要地域黑！,0.0,0.28995944941206253,0.0
說實話吧，除非只用生，不用養，要不然就很難提高哦。,0.0,0.06645998330926284,0.0
当然快乐啊,2.0,0.9490740740740741,0.5
我就想以后生个女儿,2.0,0.8224527496969751,0.0
保护,2.0,0.6153846153846152,0.0
学区房,2.0,0.3059061715158258,0.5
这叫合理利用资源,0.0,0.8358005942632802,0.0
那男的呢？,0.0,0.5662650602409638,1.0
还有这么多沙雕,2.0,0.9510130018390349,0.0
你根本不知道我有多快乐,0.0,0.34527875471283087,0.0
救护车，快叫救护车！,2.0,0.6719526338628208,0.0
一辈子才几十年。最起码能快乐三十年,2.0,0.9686485688171635,0.5
说得挺好的，的确事实如此,2.0,0.7852352138925385,0.5
第一次看到说完再叠甲的哈哈哈哈,2.0,0.8295066949102955,0.0
快乐啊当然快乐,2.0,0.9968121062063771,0.5
关注了,2.0,0.8120805369127518,0.0
好！！！！！,2.0,0.19316773157792988,0.5
好好好，很好,2.0,0.8779301464525171,0.0
我不信,0.0,0.35475909413692364,0.0
年轻人付费上班,0.0,0.34156175599360505,1.0
我有不同观点，我觉得这很大程度上是因为总体教育水平的提高,2.0,0.9434161486334837,0.0
和铁锤妹妹生三个，不三十个,0.0,0.6492998356618555,0.0
赢了,0.0,0.692307692307692,1.0
对滴，我觉得我在某种程度上来说功德无量,2.0,0.9931311248983834,0.0
5线城市一个月6千多没事钓钓鱼，舒服死了,2.0,0.14305136255627848,0.0
这才是根本原因,0.0,0.30849627141372316,0.0
请和铁锤妹妹结婚,0.0,0.558583134269632,0.5
喜欢女儿,2.0,0.8853762106989936,0.0
。,2.0,0.5262327818078083,0.0
说出了我的心里话,2.0,0.32894140941634664,0.0
苏北那边也是,2.0,0.6666666666666666,0.0
那必须快乐啊,2.0,0.9490740740740741,0.0
那是快乐上天了,2.0,0.9063873173430489,0.0
不要太爽,2.0,0.5882352941176469,1.0
遥遥领先,2.0,0.9307284160946515,0.0
太好了！,2.0,0.4734776023452153,0.5
没事我身边人挺多结婚生孩子的，我就不结了，多我一个不多少我一个不少,2.0,0.8915499930567935,1.0
不，我只觉得如果要生的话生女的我会很高兴，生儿子就是锻炼身体（狗头保命我是男生）,0.0,0.9781202888160433,0.5
自己也養不起，还谈什么恋爱,0.0,0.8346892021392001,0.5
ip正确,2.0,0.737459426545853,0.0
可确实是这样啊,0.0,0.6538461538461541,0.0
冲这个我直接两个币,0.0,0.42532171412561437,0.0
还是跑的太慢了,0.0,0.2112354511699569,1.0
当环境不适合生存的时候，物种就会停止繁衍,0.0,0.9163684920036849,0.0
太快乐了,2.0,0.8978915809031147,0.0
 保护,2.0,0.6153846153846152,0.0
后续呢？,0.0,0.5999999999999999,0.0
好！,2.0,0.6558628208940429,0.5
心无羁绊身无篱.,0.0,0.7474640148280484,0.0
确实,2.0,0.6538461538461541,0.0
快乐吗？一个人不快乐结婚想好多人一起不快乐？个体快不快乐是这个社会影响的,0.0,0.9999703563481275,0.0
跟女权有什么关系？你来说说你挨打的问题,0.0,0.574249019740906,0.0
保护,2.0,0.6153846153846152,1.0
如果个体的困顿和集体没有关联，那么集体的耻辱和个体又有什么关系呢?,0.0,0.9982108249779258,0.0
嘤嘤嘤！赶日超韩,2.0,0.6473878364783756,0.0
至少不痛苦,0.0,0.5554841505229047,0.0
我事实说话 真的快乐 下班就打游戏 去超市只买自己喜欢吃的东西 赚的不多但是快乐很够,2.0,0.9981366392286822,0.0
针不戳,0.0,0.6774921075767265,0.0
谈了三年，单了一年了，非常快乐,2.0,0.8409671462711578,0.0
保护,2.0,0.6153846153846152,1.0
年轻人的心态都先老了，对未来的不确定性的恐惧,0.0,0.9996910505252248,0.0
太快乐了，爸妈领工资，我也领工资，美滋滋,2.0,0.9287371906136812,0.0
这里连字幕都不放了，太敏感了,0.0,0.1551676679591284,0.0
保护,2.0,0.6153846153846152,0.5
一个月5000几个人花着舒服我还是知道的,2.0,0.7472348658014051,0.0
共鸣,2.0,0.5975609756097562,0.0
我的75后80后朋友们不婚的也很快活,2.0,0.4741034511022817,0.0
现在这个社会就是钱的问题，没钱你毛都没有,0.0,0.21198270302809896,0.0
真的快乐啊 说不快乐的 难道不是90后？,1.0,0.9566695314597394,0.0
通胀毁所有,0.0,0.11395766471726498,0.5
哎呀，这不是我家吗？哈哈哈,0.0,0.8283484017495362,0.0
怎么能说是被认为呢，客观上也是没安好心啊,0.0,0.23266936395592308,0.0
你是懂流量的,2.0,0.5,0.5
自己去看，去做，去听，去感受。当键盘侠谁都可以。,2.0,0.875911315138774,0.5
干得漂亮,2.0,0.7312644688240393,1.0
社会动荡是性别比例的福分咯,2.0,0.9714010193890888,0.0
好好好！！！！！,2.0,0.2210847958762232,0.0
太好了，那我不结了,2.0,0.2125154405339732,0.5
漂亮,2.0,0.8996655518394647,1.0
愁是愁，但是真的开心了,2.0,0.9754618269156548,0.0
烦死了那么能产崽,0.0,0.039172298523747484,1.0
很正常，这就是思想进步，你看美国的基本都40岁左右结，这不仅仅体现了一个国家的思想状况同时也体现出了国家的经济能力就是说中国开始强了,2.0,0.9999518383707575,0.0
哈哈,2.0,0.5262327818078083,0.5
让他们以后长大做男同去呗,2.0,0.880121575463161,0.5
我孤独但是别无选择,0.0,0.8405913165917199,0.0
保护,2.0,0.6153846153846152,0.0
三孩？？？,0.0,0.07629571861944806,1.0
还有因为学校教育 一直都认为恋爱有碍于学习,2.0,0.9995072645411403,0.0
做梦,1.0,0.647058823529412,0.0
"没钱的啦,很蓝的啦,自己都过不自在,不想带另外两个人一起不自在",0.0,0.059874275648694075,0.5
麻蛋怎么还有人生啊!有钱人还是多啊,0.0,0.7451997580573904,0.0
说得对,2.0,0.39041446358519516,0.5
我不生有的是人生,0.0,0.8396949683593268,0.0
80后好惨啊,0.0,0.6983583088223979,0.5
哈哈哈,2.0,0.8684210526315791,0.0
对的,2.0,0.5262327818078083,0.5
真实,2.0,0.7577092511013216,0.5
怎么还有700万？,0.0,0.7710812789246398,1.0
哈哈哈哈哈哈哈,2.0,0.9751349273004098,0.5
自己活着都费劲,0.0,0.7313578998942366,1.0
遥遥领先,2.0,0.9307284160946515,0.0
我不干有的是人干,0.0,0.06054499105560451,0.0
提升工资，降低物价,0.0,0.6508936194647766,0.0
有人没工作哪里好了？,0.0,0.5558188659413004,0.0
太多了  再少一半吧,0.0,0.24972007790400963,0.5
生存的话  男性更实用 只要不懒 下限有保障 至少能干体力活,2.0,0.8212320647415388,0.0
钱,0.0,0.2991169977924947,1.0
这种话真的很像道德绑架,0.0,0.9673575530908275,0.5
太早了,0.0,0.8333333333333333,1.0
我支持年轻人们,2.0,0.9006860024203813,0.5
因为一部分中产返贫，所以劳动人口素质提高了,2.0,0.8919892168272449,0.0
还有这么多吗,0.0,0.5746682977321914,0.0
？？？,0.0,0.09195402298850586,0.5
不结婚就什么都不怕，结婚买房生娃，你就跪了,0.0,0.7344873431949785,0.0
？？,0.0,0.1718750000000001,0.0
不不 86年的我表示对象都不找,0.0,0.497519981241781,0.0
反正什么也没有，不像有房贷怕丢工作,0.0,0.042027552416922576,1.0
遥遥领先,2.0,0.9307284160946515,0.0
保护,2.0,0.6153846153846152,0.0
男士,2.0,0.6499999999999999,0.0
快乐呀享受自我，一人吃饱全家不饿,2.0,0.9773685543847801,0.0
谢谢能说出来,2.0,0.4602294951812038,1.0
这是现代人缺德的表现，不是结婚与否的问题,0.0,0.9358301775528404,0.0
他们是真的快乐,2.0,0.9498972398239457,0.0
经过后发现没人管和不用管别人很快乐,0.0,0.930744170625552,0.5
好，以后能上上公立幼儿园了,2.0,0.8355945473035579,0.0
29了不生我不急,0.0,0.08169254245594848,0.0
太快乐了,2.0,0.8978915809031147,0.0
相当快乐啊，一个人吃喝穿不愁有车有房,2.0,0.623479436078813,0.0
太多啦,0.0,0.34387502381406,0.5
结婚让人不幸,0.0,0.7603806453875323,0.0
有多少人领到不贴了，可以出来走走。再说那点钱够干啥。佩服生二，三胎的。,0.0,0.05908249628816553,0.0
？,0.0,0.5262327818078083,1.0
听君一席话如听一席话,2.0,0.9218599893867822,0.0
铺贴几万就生？？？,0.0,0.06713837391768862,0.0
人真的太多了，家人们,2.0,0.162431444521845,0.0
那是相当的快乐了,2.0,0.9490740740740741,0.0
真的好快乐！！！！！,2.0,0.8503676862822359,0.0
所以男方呢？光女生婚后被说理由那么多，但是男方被说理由基本无非钱,0.0,0.0024274833269917195,0.0
为什么总有闹摊拿个例反驳普遍现象？,0.0,0.4444560290549153,0.0
不低，小三占比更是不低,0.0,0.08109943158991573,0.0
我现在快不快乐不知道，但是结婚了肯定不快乐,2.0,0.9919914554465846,0.0
非常快乐！,2.0,0.9490740740740741,0.0
我要是以后生个女儿，做梦都能笑醒……,2.0,0.4661782542494708,0.0
绝了,2.0,0.6142857142857142,0.0
这种破话题还能水几期？不过我爱看（,0.0,0.5746064164167196,0.0
你不干有的是人干,0.0,0.06054499105560451,0.5
指大学牲,2.0,0.7374494090184123,0.5
儿孙自有儿孙福，没有儿孙我享福,2.0,0.8866462443200422,0.0
一个二孩补贴五千，呵呵……,0.0,0.6394290468039235,0.0
是的,2.0,0.5262327818078083,0.0
没毛病,0.0,0.4396074283217847,0.0
30离婚了，很快乐,2.0,0.9975040311572694,0.0
对,2.0,0.5262327818078083,1.0
二孩三孩占比这么高，说明生活富足的人确实挺不少的,2.0,0.9682544181858057,0.0
还能降,0.0,0.37139459602527947,0.0
自己呢么苦了，不想有孩子受罪，我有错吗？,0.0,0.4208891581596589,0.0
两亿多老人,2.0,0.5670108780973317,0.0
我都87了，相当快乐,2.0,0.9488566089621108,0.0
还有降低空间，同志们继续努力！,2.0,0.6131640680720121,0.0
沪爷闭麦,2.0,0.41876672324634356,0.0
保护,2.0,0.6153846153846152,1.0
生了孩子都可能看不到未来了,0.0,0.959521167443534,0.0
这是张爱玲的名言,2.0,0.2659364471927943,1.0
遥遥领先,2.0,0.9307284160946515,0.0
很快乐啊,2.0,0.971889316039116,0.0
怎么还有那么多,0.0,0.5262327818078083,0.0
张爱玲说的,2.0,0.18832839273645163,0.5
房子，价值观，大道理,2.0,0.796214752515768,0.5
也代表我的看法,2.0,0.7200671178144957,0.0
感谢审核,2.0,0.11842266446947514,0.0
快乐得很,2.0,0.971889316039116,0.0
我的天啊，这个币我是投还是不投啊，投了怕视频没了，不投又可惜,0.0,0.02143295363538278,0.0
快乐的不得了,2.0,0.9490740740740741,0.0
保护！,2.0,0.6153846153846152,1.0
哈哈哈哈哈哈哈哈,2.0,0.9751349273004098,0.0
必须给币了,2.0,0.5,0.0
好,2.0,0.6558628208940429,1.0
太棒了,2.0,0.9005911035821151,0.0
非常快乐,2.0,0.9490740740740741,0.0
可不是咋滴～,0.0,0.4358530740054093,0.0
太好了,2.0,0.4734776023452153,0.0
保护,2.0,0.6153846153846152,0.0
弹幕没了？,0.0,0.5967361977344939,0.0
我恐婆家，恐七大姑八大姨，简单点就是恐旧思想，自己不被当人看,0.0,0.48651948981103477,0.0
快乐！,2.0,0.9490740740740741,0.0
我身边亲戚朋友都盼女儿，几乎都生了两个，但都是儿子，之后不敢再生了,2.0,0.4961244458494546,0.0
问题不大,0.0,0.3747613380355812,0.0
不是一波人，不要一概而论,0.0,0.12419075588367834,0.0
没贷款，想走就走,2.0,0.4556642564949539,1.0
遥遥领先,2.0,0.9307284160946515,0.0
难道不是么,0.0,0.07286949665876741,0.5
前面那个避免和女性打交道的，感谢你，请尽量离女的远点～,0.0,0.872471489677147,0.0
更卷。,2.0,0.5706502113020737,0.0
一次性补贴没用。,0.0,0.007449090520138535,1.0
你这代表了广大年轻人的看法,0.0,0.9328632140938217,0.0
太多了,0.0,0.34387502381406,0.5
福建人表示正确,2.0,0.737459426545853,0.5
广西也是,2.0,0.7499999999999999,1.0
人间清醒,2.0,0.9342451707111389,1.0
这视频的观点何尝不又是一种pua,0.0,0.9335519473175464,0.0
我属于这类人，但成不了家，没那个能力,0.0,0.5294068742585377,0.0
肯定快乐啊,2.0,0.9408297248296295,0.0
也是我的看法,2.0,0.6666666666666666,0.0
喜闻乐见,2.0,0.5,0.0
保护,2.0,0.6153846153846152,0.0
人生短短几十年，干嘛非要活得那么累,0.0,0.5697368439551476,0.0
那可太快乐了,2.0,0.8878520941412184,0.0
来看五十万,2.0,0.5,1.0
不，是二十一世纪新青年集体共同的看法！,0.0,0.9965531345108193,0.0
非常之快乐,2.0,0.9490740740740741,0.0
太爽啦,2.0,0.5882352941176469,0.0
赢了,0.0,0.692307692307692,0.0
还是太多了。。还得再降,0.0,0.12642169855465502,0.0
做出这样的选择很明显结婚肯定不快乐,0.0,0.9764610502517813,1.0
笑死，去看看奶粉产能过剩有多严重,0.0,0.5432377126957075,0.0
人家是不想，我是真没,0.0,0.24001860351252025,0.0
木有钱，咋个结啊,0.0,0.20183159974186626,0.0
公务员才几个钱啊，上面管不了的，什么时候五年公务员合法收入是清华博士去华为一辈子不敢想的再说吧,0.0,0.35327833976066947,0.0
好！！,2.0,0.43249788906431175,0.0
不去，睡觉呢,0.0,0.28990878925863117,0.0
不去,0.0,0.3572774349007031,0.0
只要不生，这些都与我无关。。,1.0,0.4183279513858851,0.0
我还能吃着东西看你视频,2.0,0.6814800368669903,0.0
对,2.0,0.5262327818078083,0.0
我确实是这样认为的，孩子生下来太受苦了，还不如不生呢,0.0,0.5807810157946544,0.0
38了，快乐～,2.0,0.971684044497123,0.0
不生就对了,0.0,0.5,0.0
正确的，一针见血,2.0,0.4835542213874071,1.0
遥遥领先,2.0,0.9307284160946515,0.5
我寻思某音里的人素质也不高啊,0.0,0.7479274111458188,1.0
遥遥领先,2.0,0.9307284160946515,0.5
混乱善良,0.0,0.7523840160005865,0.5
哈哈哈 没毛病,2.0,0.8233610004303519,0.0
国家也希望降，但不要太快,0.0,0.5994754084487544,0.0
单身真的快乐！,2.0,0.8505139652037873,0.0
还可以，比结婚快乐。,2.0,0.969269924704291,0.0
我我我，都怪我！刷到这视频,0.0,0.5316451587319005,1.0
还好我家很开放，讲究儿女双全，所以兄弟姐妹之间都很团结,2.0,0.9951008457097205,0.5
不错！,2.0,0.8612132352941176,0.0
意思是低素质的老人都死了是吧,0.0,0.14844727794371604,0.5
我现在爽得一批）,2.0,0.8057058368666984,1.0
我就是这种想法，毕竟我也只是普通人，生下来也只是凑数的,0.0,0.9893025932258229,0.0
结婚？为啥结婚，单身不好吗,0.0,0.0283765741063865,0.0
我就想要女儿，养儿防不老我能不知道吗,2.0,0.6529262294711198,0.0
不急,2.0,0.23758771471412932,0.5
总结，人多得很，不怕,2.0,0.7111251558868174,0.0
不是一般的快乐,2.0,0.9076486656686674,1.0
花了大价钱娶到的老婆，很快会出轨或离婚，甚至让你家破人亡,0.0,0.9989958449323298,0.0
保护！,2.0,0.6153846153846152,1.0
传统思维模式和教育,2.0,0.980804255970952,0.0
还有八百万呢,0.0,0.5,0.5
必须点赞投币,2.0,0.8752852488520955,0.0
说来说去还不是钱的问题,0.0,0.4472707311836829,0.0
同意,0.0,0.34042553191489355,0.5
哈哈哈，有道理,2.0,0.89557911959689,0.0
保护,2.0,0.6153846153846152,0.0
如果是三年前我还没破产的时候，我会考虑结婚，可我现在收入不到当时的三十分之一 我还怎么敢,0.0,0.6471385659973702,0.0
继续继续,2.0,0.5262327818078083,0.0
房价,0.0,0.42156862745098045,0.5
遥遥领先于同行,2.0,0.7288563253488212,0.0
也就是还是人太多了太卷了,2.0,0.22335200069575845,0.5
我想要女儿。。。。,2.0,0.6864192135406079,0.0
好耶！,2.0,0.5,0.0
太好了,2.0,0.4734776023452153,0.0
生二娃就给个几千  。。这不是搞笑吗,0.0,0.05002630971960986,0.0
这属于觉醒了,0.0,0.28341659882595793,0.0
一个人已经够累了，没精力再找个人折腾我,0.0,0.24605871550384684,1.0
遥遥领先,2.0,0.9307284160946515,0.0
相当的快乐,2.0,0.9490740740740741,1.0
遥遥领先,2.0,0.9307284160946515,0.0
？,0.0,0.5262327818078083,0.0
让有钱人使劲生,0.0,0.21155315972912325,1.0
遥遥领先,2.0,0.9307284160946515,1.0
祝福这些新人,2.0,0.9724857395465706,0.0
干得好,2.0,0.3664317941914914,1.0
社会很单纯，复杂的是人,2.0,0.9784942215502772,1.0
单身挺自由的,2.0,0.9246610294357831,0.0
No我才不要呢,0.0,0.09108105416388357,1.0
遥遥领先,2.0,0.9307284160946515,0.0
不是快乐，是超级无敌快乐,2.0,0.9991026299942656,1.0
物质条件恐怕其次，精力被生存与无法满足的精神需求可能更重要,0.0,0.9516971647489586,0.0
去个球，累就休息,2.0,0.28765198310542395,0.0
好阳刚！,2.0,0.47229222915022184,0.0
保护,2.0,0.6153846153846152,0.0
没有工资谈何,0.0,0.3104160936911723,0.0
卷怕了,2.0,0.5,0.0
这么多？,0.0,0.5262327818078083,0.0
好！,2.0,0.6558628208940429,0.0
保护,2.0,0.6153846153846152,0.0
太虚伪啦,0.0,0.19088842326013522,1.0
人间清醒00后,2.0,0.9381023101569707,1.0
tm的上完大学念研究生，等工作稳定了30都算岁数小的了,2.0,0.9991960221150622,0.5
赞不去看别人痛苦去痛,2.0,0.8430310934094168,0.0
管好自己，咸吃萝卜淡操心,0.0,0.42049227973695824,0.0
那是相当的快乐！哈哈哈,2.0,0.9910504021070892,0.0
这不是女性角度？说问题可以客观点,0.0,0.42047377022044596,0.0
说快乐的都在死撑，还是太年轻,2.0,0.9636483530689444,0.0
你不是一个人在战斗,0.0,0.39103414033050077,0.0
快乐，但也没有多快乐。,2.0,0.9437516924226431,0.0
反正我很快乐,1.0,0.9209142652557358,1.0
笑死，我们学校结婚能加学分,0.0,0.9419559926481127,1.0
巧了，我们一个看法，所以在我没有一百万存款前不会结婚生娃,1.0,0.997800226457806,0.0
好好好,2.0,0.6931978425614437,0.0
好好好,2.0,0.6931978425614437,0.0
没有诶,0.0,0.19778307098074044,0.0
所以你也别去在乎国家和未来,0.0,0.6796929686439332,0.5
是专家,2.0,0.7555555555555554,0.0
人多着呢,2.0,0.5702515177797052,0.0
是呢,0.0,0.5262327818078083,0.0
彩票是不可能的。,0.0,0.34527875471283087,0.0
就是这样,2.0,0.5262327818078083,0.5
还好网上出生率越来越高,0.0,0.7563196983297661,0.0
是钱,0.0,0.2991169977924947,0.0
快乐到无法自拔,2.0,0.9882202664225747,0.0
事实就是人多啊,2.0,0.5907560790328734,0.0
最小的80后也已经34了，马上就生不动了,0.0,0.27855306260137824,0.0
真的快乐,2.0,0.9498972398239457,0.0
養娃成本越來越高，物價越來越高，房貸車貸越來越多，再加上養小孩子，他是“不穩定投資”養不好不行，養的好是財富,0.0,0.6674502454881759,1.0
遥遥领先,2.0,0.9307284160946515,0.5
首先是年龄，第二年龄，第三年龄,2.0,0.7900482744565914,0.0
跟穷人想象不到富豪的快乐一样，结婚的人想象不到单身的人的快乐,2.0,0.9983147118139263,0.0
这话没毛病,0.0,0.4139201398064071,0.5
爱情？存在吗？,0.0,0.8782608695652173,1.0
夹带私货那个，我只能说你真幸福,2.0,0.9442456265706777,0.0
问了一句你养？,0.0,0.29813656817357526,1.0
我爸就喜欢女孩。。,2.0,0.9168578246325098,1.0
这可能是未来5年最高的数据,2.0,0.9132866913584207,0.5
不想做生物爹有问题么？,0.0,0.8490997437243729,0.5
结不起婚生不起娃,0.0,0.8704593325274331,0.0
太快乐了哈哈哈,2.0,0.981220958339745,1.0
有遗憾目前，但是烦恼不多，大多是工作压力,2.0,0.9661391597157539,0.0
还有三孩，这些人家里真有钱,0.0,0.5302994191139088,0.0
那可太牛逼了,2.0,0.48878564109161027,0.0
那可真是太快乐了,2.0,0.8978915809031147,0.0
确实月入五千，房租水电1.2k，吃饭1.5k，一半多没了,0.0,0.0859013375068598,0.0
无论是做单身的还是婚后的，都迟早得后悔,0.0,0.278420329249758,0.5
挺好的,2.0,0.8284246220999102,0.0
过于快乐,0.0,0.9112245820647045,0.0
《我正在急诊接病人》,0.0,0.29493248244889403,0.0
就是,2.0,0.5262327818078083,0.0
已投币,0.0,0.4655756890436713,0.0
保护,2.0,0.6153846153846152,0.0
保护,2.0,0.6153846153846152,0.0
反正我这外来的没素质比有素质多，只希望没素质的人早早见鬼去,0.0,0.006307373682543305,0.0
好,2.0,0.6558628208940429,0.5
期待数据,2.0,0.7555627195050643,1.0
结婚本是后半辈子在一起，当下年轻人大多数人到不了最后,2.0,0.9383636487159116,0.0
没啥好担心的 应得的,0.0,0.5397587252521439,0.0
这不是废话，35岁快乐,2.0,0.7940723980990199,0.0
这么多人结婚，是我没想到的,2.0,0.5366158123863803,0.0
还是太多了,0.0,0.34387502381406,0.0
穷,0.0,0.5999999999999999,0.0
会遗憾，但不后悔,2.0,0.17032642272381127,0.0
真的吗,0.0,0.6111111111111113,0.0
我身为90后连婚都不结,0.0,0.03408866521072229,0.0
废话，真的超快乐,2.0,0.6804582547909205,1.0
普通人对孩子最大的恩赐就是让他不要降临在这世上,2.0,0.9997273151418271,0.0
还是多,2.0,0.5746682977321914,0.0
我不想让后代吃我吃过的苦，所以不想生,0.0,0.30126832225944433,1.0
离婚的也多,0.0,0.9545454545454545,0.0
为啥不降房价,0.0,0.07429848070736933,0.0
急诊工作的我哭出声来,2.0,0.49081189043754425,0.0
那是相当相当的快乐,2.0,0.9490740740740741,0.0
人说的话哪有几句真的,0.0,0.3992358072441722,0.0
挺快乐的，真的，想想生孩子就愁,2.0,0.9917239037774838,0.5
把中国财富好好平均一下就生了,2.0,0.8870285879506443,0.0
别担心,2.0,0.6062500000000002,0.0
宁缺毋滥,2.0,0.2928553677374435,0.5
夹带私货了吧,1.0,0.8991508769623839,0.0
卧槽 最穷还敢生三胎？怎么想的,0.0,0.6292403823599805,0.5
900万还少啊,0.0,0.7609809501411484,0.0
